,datetime_from,price,price1,price2,price3
3834,2024-01-03 18:00:00,97.06,111.87,116.68,111.508
3835,2024-01-03 19:00:00,96.45,104.72,118.27,97.402
3836,2024-01-03 20:00:00,103.6,95.13,112.3,79.63
3837,2024-01-03 21:00:00,101.05,85.4,111.68,79.241
3838,2024-01-03 22:00:00,82.59,82.86,97.55,62.957
3839,2024-01-03 23:00:00,74.19,74.38,86.61,63.467
3840,2024-01-04 00:00:00,65.0,73.0,84.45,56.579
3841,2024-01-04 01:00:00,40.0,67.1,77.32,45.92
3842,2024-01-04 02:00:00,35.2,60.51,59.57,41.19
3843,2024-01-04 03:00:00,49.39,63.89,76.8,45.819
3844,2024-01-04 04:00:00,70.1,78.7,93.58,58.346
3845,2024-01-04 05:00:00,97.61,95.19,107.53,75.581
3846,2024-01-04 06:00:00,85.02,104.49,117.45,81.129
3847,2024-01-04 07:00:00,91.47,100.97,113.32,78.422
3848,2024-01-04 08:00:00,94.2,88.08,84.25,72.143
3849,2024-01-04 09:00:00,73.83,71.62,75.67,67.948
3850,2024-01-04 10:00:00,70.1,63.58,61.77,62.055
3851,2024-01-04 11:00:00,70.1,59.17,57.56,64.599
3852,2024-01-04 12:00:00,85.96,65.97,60.88,64.798
3853,2024-01-04 13:00:00,92.11,86.71,93.22,70.298
3854,2024-01-04 14:00:00,98.62,99.61,109.64,77.725
3855,2024-01-04 15:00:00,104.51,108.83,111.97,87.848
3856,2024-01-04 16:00:00,112.67,111.88,121.0,97.99
3857,2024-01-04 17:00:00,114.48,111.9,123.22,102.595
3858,2024-01-04 18:00:00,110.45,107.82,123.79,101.735
3859,2024-01-04 19:00:00,100.95,99.66,116.32,93.041
3860,2024-01-04 20:00:00,94.9,91.36,109.85,82.674
3861,2024-01-04 21:00:00,99.81,88.8,107.27,80.357
3862,2024-01-04 22:00:00,97.98,83.65,96.53,78.176
3863,2024-01-04 23:00:00,86.08,83.22,89.82,72.728
3864,2024-01-05 00:00:00,88.96,82.2,89.57,78.26
3865,2024-01-05 01:00:00,78.5,77.97,76.18,75.518
3866,2024-01-05 02:00:00,78.5,74.52,64.34,74.122
3867,2024-01-05 03:00:00,79.39,79.24,76.96,76.225
3868,2024-01-05 04:00:00,79.6,91.59,93.01,84.548
3869,2024-01-05 05:00:00,93.83,108.11,114.5,94.574
3870,2024-01-05 06:00:00,104.58,116.38,123.33,103.461
3871,2024-01-05 07:00:00,106.79,108.51,108.5,97.821
3872,2024-01-05 08:00:00,100.66,93.09,83.13,71.365
3873,2024-01-05 09:00:00,97.52,71.57,70.9,52.034
3874,2024-01-05 10:00:00,98.53,62.21,66.88,45.703
3875,2024-01-05 11:00:00,97.17,63.09,69.21,51.466
3876,2024-01-05 12:00:00,102.85,78.36,76.01,64.752
3877,2024-01-05 13:00:00,110.28,100.75,104.79,89.765
3878,2024-01-05 14:00:00,112.17,111.55,109.28,98.271
3879,2024-01-05 15:00:00,113.85,116.95,102.12,104.597
3880,2024-01-05 16:00:00,116.07,119.19,107.4,110.422
3881,2024-01-05 17:00:00,112.63,117.88,111.41,107.769
3882,2024-01-05 18:00:00,109.79,108.56,109.73,106.419
3883,2024-01-05 19:00:00,105.65,102.88,105.73,99.46
3884,2024-01-05 20:00:00,97.07,93.57,104.85,87.369
3885,2024-01-05 21:00:00,99.86,84.4,103.65,80.859
3886,2024-01-05 22:00:00,86.8,81.59,92.61,75.89
3887,2024-01-05 23:00:00,91.0,80.6,88.03,76.481
3888,2024-01-06 00:00:00,94.75,75.5,93.29,69.405
3889,2024-01-06 01:00:00,76.13,69.55,81.48,64.914
3890,2024-01-06 02:00:00,73.01,63.36,67.09,61.841
3891,2024-01-06 03:00:00,73.01,64.37,80.2,62.139
3892,2024-01-06 04:00:00,74.59,65.1,88.63,63.449
3893,2024-01-06 05:00:00,75.1,79.02,94.14,69.394
3894,2024-01-06 06:00:00,81.39,75.65,94.15,78.426
3895,2024-01-06 07:00:00,88.4,67.96,85.9,82.87
3896,2024-01-06 08:00:00,92.23,61.78,66.69,84.808
3897,2024-01-06 09:00:00,97.3,54.86,56.64,82.727
3898,2024-01-06 10:00:00,94.7,51.04,47.44,70.021
3899,2024-01-06 11:00:00,92.77,46.11,30.69,64.805
3900,2024-01-06 12:00:00,91.0,45.02,31.45,60.994
3901,2024-01-06 13:00:00,92.47,52.44,63.21,72.524
3902,2024-01-06 14:00:00,94.25,63.74,73.61,83.831
3903,2024-01-06 15:00:00,93.59,80.83,78.28,87.933
3904,2024-01-06 16:00:00,99.24,86.94,81.19,93.46
3905,2024-01-06 17:00:00,95.67,87.23,84.07,94.262
3906,2024-01-06 18:00:00,93.88,80.9,84.35,93.104
3907,2024-01-06 19:00:00,92.14,75.35,85.3,82.439
3908,2024-01-06 20:00:00,88.0,67.91,86.5,64.302
3909,2024-01-06 21:00:00,86.57,67.31,87.63,58.308
3910,2024-01-06 22:00:00,79.87,61.45,80.75,56.313
3911,2024-01-06 23:00:00,84.08,50.58,69.33,64.552
3912,2024-01-07 00:00:00,79.82,46.58,74.77,58.16
3913,2024-01-07 01:00:00,76.76,41.71,61.13,54.243
3914,2024-01-07 02:00:00,73.46,37.27,45.57,36.642
3915,2024-01-07 03:00:00,71.86,37.73,60.66,30.806
3916,2024-01-07 04:00:00,72.08,43.11,73.67,28.387
3917,2024-01-07 05:00:00,74.9,51.73,85.57,37.115
3918,2024-01-07 06:00:00,77.69,58.64,90.82,62.129
3919,2024-01-07 07:00:00,81.79,62.7,80.85,67.466
3920,2024-01-07 08:00:00,84.86,59.75,64.16,65.87
3921,2024-01-07 09:00:00,81.53,54.48,58.06,57.128
3922,2024-01-07 10:00:00,81.01,50.94,51.53,59.477
3923,2024-01-07 11:00:00,88.66,46.52,50.09,61.631
3924,2024-01-07 12:00:00,84.81,46.93,61.98,60.786
3925,2024-01-07 13:00:00,84.34,61.54,78.99,71.242
3926,2024-01-07 14:00:00,88.01,76.05,83.67,81.153
3927,2024-01-07 15:00:00,93.42,88.7,87.82,89.949
3928,2024-01-07 16:00:00,101.77,95.92,94.58,96.883
3929,2024-01-07 17:00:00,104.85,99.42,96.76,97.982
3930,2024-01-07 18:00:00,101.23,95.63,95.0,96.465
3931,2024-01-07 19:00:00,100.5,90.24,93.67,89.967
3932,2024-01-07 20:00:00,93.31,84.39,93.74,83.256
3933,2024-01-07 21:00:00,91.17,79.48,93.68,76.027
3934,2024-01-07 22:00:00,83.86,62.55,83.28,69.255
3935,2024-01-07 23:00:00,78.06,60.62,73.65,73.608
3936,2024-01-08 00:00:00,74.36,56.41,73.9,71.002
3937,2024-01-08 01:00:00,51.69,52.65,62.08,67.819
3938,2024-01-08 02:00:00,40.56,49.7,56.42,70.003
3939,2024-01-08 03:00:00,70.0,58.78,62.18,72.583
3940,2024-01-08 04:00:00,82.1,78.41,75.35,80.032
3941,2024-01-08 05:00:00,94.3,97.75,93.4,95.724
3942,2024-01-08 06:00:00,102.36,108.17,104.97,108.208
3943,2024-01-08 07:00:00,111.01,108.27,94.04,113.872
3944,2024-01-08 08:00:00,103.57,97.88,75.87,112.321
3945,2024-01-08 09:00:00,101.01,87.96,66.94,106.131
3946,2024-01-08 10:00:00,100.25,85.42,63.15,101.241
3947,2024-01-08 11:00:00,95.48,84.79,63.67,99.595
3948,2024-01-08 12:00:00,92.91,91.49,70.34,100.998
3949,2024-01-08 13:00:00,100.0,104.05,89.78,104.307
3950,2024-01-08 14:00:00,107.86,114.22,97.05,109.269
3951,2024-01-08 15:00:00,122.0,122.27,103.7,117.024
3952,2024-01-08 16:00:00,130.1,126.25,108.2,124.872
3953,2024-01-08 17:00:00,129.99,126.35,110.88,125.812
3954,2024-01-08 18:00:00,122.01,121.61,112.89,125.815
3955,2024-01-08 19:00:00,114.18,116.12,113.2,117.333
3956,2024-01-08 20:00:00,102.79,105.84,111.39,105.65
3957,2024-01-08 21:00:00,99.95,98.5,106.58,98.014
3958,2024-01-08 22:00:00,91.75,95.1,91.64,90.745
3959,2024-01-08 23:00:00,87.53,93.6,84.6,92.567
3960,2024-01-09 00:00:00,86.18,92.03,87.72,91.306
3961,2024-01-09 01:00:00,85.0,84.68,78.22,85.559
3962,2024-01-09 02:00:00,84.08,79.53,72.59,83.43
3963,2024-01-09 03:00:00,85.15,83.63,78.53,84.57
3964,2024-01-09 04:00:00,89.56,95.27,91.63,90.497
3965,2024-01-09 05:00:00,107.4,112.8,107.92,103.456
3966,2024-01-09 06:00:00,122.01,124.81,111.54,117.39
3967,2024-01-09 07:00:00,132.84,127.69,115.69,122.486
3968,2024-01-09 08:00:00,120.85,120.47,93.23,120.549
3969,2024-01-09 09:00:00,112.1,111.87,83.05,111.103
3970,2024-01-09 10:00:00,104.97,109.16,78.61,105.146
3971,2024-01-09 11:00:00,99.68,106.19,80.83,104.225
3972,2024-01-09 12:00:00,100.18,105.55,88.23,103.705
3973,2024-01-09 13:00:00,110.0,110.39,101.02,110.481
3974,2024-01-09 14:00:00,114.25,114.39,105.02,115.304
3975,2024-01-09 15:00:00,127.36,118.76,109.31,123.744
3976,2024-01-09 16:00:00,137.35,120.17,115.69,129.29
3977,2024-01-09 17:00:00,137.0,120.51,113.45,129.504
3978,2024-01-09 18:00:00,130.05,113.83,109.36,128.524
3979,2024-01-09 19:00:00,117.67,105.98,105.83,119.735
3980,2024-01-09 20:00:00,109.18,93.55,105.36,109.103
3981,2024-01-09 21:00:00,105.61,86.51,104.0,103.345
3982,2024-01-09 22:00:00,96.58,80.22,92.6,97.045
3983,2024-01-09 23:00:00,89.16,79.19,84.37,80.536
3984,2024-01-10 00:00:00,86.76,78.34,84.91,76.906
3985,2024-01-10 01:00:00,86.73,71.96,73.62,77.494
3986,2024-01-10 02:00:00,85.8,67.55,63.81,77.032
3987,2024-01-10 03:00:00,87.8,72.66,81.28,81.914
3988,2024-01-10 04:00:00,91.46,82.81,96.21,87.497
3989,2024-01-10 05:00:00,108.96,104.88,117.18,102.837
3990,2024-01-10 06:00:00,120.0,117.99,126.98,116.828
3991,2024-01-10 07:00:00,139.2,118.4,130.07,121.886
3992,2024-01-10 08:00:00,104.56,107.07,106.94,119.16
3993,2024-01-10 09:00:00,117.47,98.15,94.24,110.123
3994,2024-01-10 10:00:00,109.13,98.01,88.32,105.384
3995,2024-01-10 11:00:00,101.73,96.55,88.98,102.766
3996,2024-01-10 12:00:00,106.54,100.38,102.47,103.265
3997,2024-01-10 13:00:00,110.2,111.82,118.24,107.039
3998,2024-01-10 14:00:00,119.77,120.92,125.13,112.016
3999,2024-01-10 15:00:00,133.14,130.59,131.63,119.352
4000,2024-01-10 16:00:00,143.79,133.55,139.83,126.526
4001,2024-01-10 17:00:00,140.0,134.14,139.66,126.044
4002,2024-01-10 18:00:00,132.15,127.07,134.42,125.28
4003,2024-01-10 19:00:00,120.0,118.43,124.36,115.811
4004,2024-01-10 20:00:00,109.13,104.8,116.0,104.372
4005,2024-01-10 21:00:00,104.86,95.12,111.01,97.731
4006,2024-01-10 22:00:00,95.83,90.06,102.75,91.204
4007,2024-01-10 23:00:00,91.75,88.5,97.3,91.987
4008,2024-01-11 00:00:00,88.59,87.52,93.98,88.233
4009,2024-01-11 01:00:00,87.25,82.41,91.06,85.49
4010,2024-01-11 02:00:00,82.38,77.69,85.82,83.015
4011,2024-01-11 03:00:00,82.06,82.64,91.27,82.97
4012,2024-01-11 04:00:00,90.35,96.01,98.85,86.055
4013,2024-01-11 05:00:00,111.57,118.53,115.5,100.61
4014,2024-01-11 06:00:00,116.89,130.0,123.83,117.57
4015,2024-01-11 07:00:00,141.0,128.94,138.79,122.643
4016,2024-01-11 08:00:00,114.67,117.25,119.17,119.889
4017,2024-01-11 09:00:00,103.77,105.02,121.19,112.817
4018,2024-01-11 10:00:00,103.86,103.5,113.59,107.683
4019,2024-01-11 11:00:00,99.38,103.14,108.66,101.858
4020,2024-01-11 12:00:00,99.0,106.26,108.01,102.223
4021,2024-01-11 13:00:00,105.98,120.01,114.02,106.263
4022,2024-01-11 14:00:00,119.08,131.55,121.78,111.542
4023,2024-01-11 15:00:00,147.05,146.89,133.64,122.095
4024,2024-01-11 16:00:00,158.09,161.02,144.19,131.087
4025,2024-01-11 17:00:00,142.0,160.66,143.91,131.761
4026,2024-01-11 18:00:00,132.31,152.1,135.3,131.708
4027,2024-01-11 19:00:00,122.0,137.01,124.48,121.358
4028,2024-01-11 20:00:00,107.19,121.91,113.63,108.192
4029,2024-01-11 21:00:00,105.98,110.65,108.01,100.909
4030,2024-01-11 22:00:00,99.0,106.72,99.89,93.495
4031,2024-01-11 23:00:00,92.99,99.98,96.25,87.653
4032,2024-01-12 00:00:00,93.0,98.96,92.65,83.863
4033,2024-01-12 01:00:00,85.68,94.69,89.76,81.848
4034,2024-01-12 02:00:00,85.36,89.53,85.96,80.189
4035,2024-01-12 03:00:00,87.77,91.57,88.52,80.219
4036,2024-01-12 04:00:00,94.76,102.45,94.93,83.183
4037,2024-01-12 05:00:00,118.46,118.87,111.13,97.746
4038,2024-01-12 06:00:00,122.04,128.94,120.92,116.768
4039,2024-01-12 07:00:00,140.74,127.08,134.86,121.648
4040,2024-01-12 08:00:00,134.96,117.85,119.9,117.53
4041,2024-01-12 09:00:00,117.95,107.36,108.88,108.009
4042,2024-01-12 10:00:00,108.06,104.28,99.1,100.047
4043,2024-01-12 11:00:00,96.36,102.58,92.72,97.605
4044,2024-01-12 12:00:00,94.0,103.07,95.93,98.061
4045,2024-01-12 13:00:00,102.23,111.79,103.33,102.253
4046,2024-01-12 14:00:00,110.0,119.24,111.94,107.518
4047,2024-01-12 15:00:00,120.0,125.99,121.82,118.76
4048,2024-01-12 16:00:00,127.5,127.9,132.09,127.746
4049,2024-01-12 17:00:00,126.0,125.86,131.78,127.613
4050,2024-01-12 18:00:00,119.47,117.77,125.0,126.703
4051,2024-01-12 19:00:00,110.0,108.64,114.21,116.774
4052,2024-01-12 20:00:00,105.24,98.74,105.03,104.164
4053,2024-01-12 21:00:00,101.68,90.22,102.71,96.443
4054,2024-01-12 22:00:00,90.01,88.31,96.89,88.589
4055,2024-01-12 23:00:00,90.0,89.25,96.05,80.772
4056,2024-01-13 00:00:00,87.7,88.13,88.73,76.449
4057,2024-01-13 01:00:00,82.0,83.75,83.74,73.093
4058,2024-01-13 02:00:00,78.47,79.68,78.59,69.046
4059,2024-01-13 03:00:00,83.4,80.68,80.02,67.327
4060,2024-01-13 04:00:00,83.9,84.56,82.33,66.87
4061,2024-01-13 05:00:00,95.52,96.75,85.88,73.642
4062,2024-01-13 06:00:00,104.93,103.96,90.87,84.057
4063,2024-01-13 07:00:00,107.63,103.02,107.32,86.791
4064,2024-01-13 08:00:00,88.34,96.57,100.47,83.965
4065,2024-01-13 09:00:00,84.54,88.27,95.49,81.864
4066,2024-01-13 10:00:00,76.05,87.8,92.27,78.426
4067,2024-01-13 11:00:00,76.53,85.83,93.26,74.969
4068,2024-01-13 12:00:00,83.4,87.64,93.22,74.055
4069,2024-01-13 13:00:00,92.23,98.57,93.68,84.038
4070,2024-01-13 14:00:00,122.0,111.31,102.24,93.394
4071,2024-01-13 15:00:00,122.01,129.55,113.21,106.293
4072,2024-01-13 16:00:00,130.0,134.9,122.99,118.315
4073,2024-01-13 17:00:00,135.0,137.08,123.51,120.532
4074,2024-01-13 18:00:00,134.0,129.76,122.36,121.425
4075,2024-01-13 19:00:00,122.01,123.88,115.31,113.347
4076,2024-01-13 20:00:00,105.0,115.46,110.96,100.473
4077,2024-01-13 21:00:00,104.36,110.33,108.51,98.198
4078,2024-01-13 22:00:00,100.29,114.61,100.05,92.327
4079,2024-01-13 23:00:00,103.0,112.65,95.19,91.529
4080,2024-01-14 00:00:00,100.65,111.63,94.74,88.419
4081,2024-01-14 01:00:00,99.83,106.15,88.97,85.178
4082,2024-01-14 02:00:00,96.79,100.79,82.29,84.298
4083,2024-01-14 03:00:00,96.25,100.55,81.7,83.613
4084,2024-01-14 04:00:00,95.25,102.14,82.36,83.9
4085,2024-01-14 05:00:00,103.43,104.2,87.43,90.46
4086,2024-01-14 06:00:00,104.73,103.85,92.37,89.976
4087,2024-01-14 07:00:00,76.96,95.91,94.89,87.599
4088,2024-01-14 08:00:00,82.24,87.94,88.91,81.937
4089,2024-01-14 09:00:00,90.01,80.49,86.03,73.099
4090,2024-01-14 10:00:00,69.5,75.28,83.28,69.013
4091,2024-01-14 11:00:00,73.87,69.87,82.12,67.246
4092,2024-01-14 12:00:00,77.04,73.56,80.35,71.984
4093,2024-01-14 13:00:00,79.15,87.91,85.43,77.744
4094,2024-01-14 14:00:00,104.74,103.1,95.32,87.571
4095,2024-01-14 15:00:00,100.97,118.37,104.94,93.71
4096,2024-01-14 16:00:00,111.0,126.2,112.9,103.844
4097,2024-01-14 17:00:00,111.93,129.47,113.62,105.778
4098,2024-01-14 18:00:00,109.76,121.91,111.65,108.449
4099,2024-01-14 19:00:00,103.98,116.18,104.55,100.368
4100,2024-01-14 20:00:00,108.23,109.09,99.63,90.325
4101,2024-01-14 21:00:00,101.51,106.9,96.88,86.54
4102,2024-01-14 22:00:00,97.9,93.38,88.58,82.716
4103,2024-01-14 23:00:00,70.49,88.59,85.23,72.739
4104,2024-01-15 00:00:00,66.78,87.53,82.97,71.909
4105,2024-01-15 01:00:00,64.57,82.72,80.56,65.131
4106,2024-01-15 02:00:00,62.04,75.31,77.53,64.142
4107,2024-01-15 03:00:00,62.72,80.0,82.33,69.347
4108,2024-01-15 04:00:00,84.9,91.44,90.07,83.31
4109,2024-01-15 05:00:00,122.0,113.35,108.42,98.92
4110,2024-01-15 06:00:00,114.09,126.97,118.44,111.783
4111,2024-01-15 07:00:00,122.0,124.69,130.63,114.483
4112,2024-01-15 08:00:00,104.93,112.43,120.68,109.476
4113,2024-01-15 09:00:00,99.86,103.36,109.49,98.793
4114,2024-01-15 10:00:00,90.27,101.91,102.36,94.565
4115,2024-01-15 11:00:00,88.91,99.76,96.73,93.579
4116,2024-01-15 12:00:00,90.78,103.25,96.54,94.296
4117,2024-01-15 13:00:00,99.7,113.64,101.03,95.619
4118,2024-01-15 14:00:00,98.07,118.08,107.34,105.423
4119,2024-01-15 15:00:00,105.26,123.09,116.5,114.686
4120,2024-01-15 16:00:00,113.95,124.8,126.7,124.11
4121,2024-01-15 17:00:00,114.62,124.15,123.64,122.232
4122,2024-01-15 18:00:00,113.79,114.91,117.15,123.155
4123,2024-01-15 19:00:00,103.7,106.07,104.96,112.092
4124,2024-01-15 20:00:00,93.92,92.35,100.58,95.114
4125,2024-01-15 21:00:00,91.42,86.25,97.76,88.107
4126,2024-01-15 22:00:00,87.74,76.22,92.23,81.117
4127,2024-01-15 23:00:00,82.72,76.07,87.94,85.153
4128,2024-01-16 00:00:00,81.63,76.23,85.64,83.729
4129,2024-01-16 01:00:00,80.17,70.04,81.34,83.399
4130,2024-01-16 02:00:00,78.31,64.55,80.08,83.413
4131,2024-01-16 03:00:00,77.51,68.6,85.94,84.319
4132,2024-01-16 04:00:00,90.0,81.55,94.91,88.144
4133,2024-01-16 05:00:00,103.77,101.3,110.55,103.311
4134,2024-01-16 06:00:00,117.0,116.22,120.88,117.112
4135,2024-01-16 07:00:00,120.68,116.68,136.19,123.417
4136,2024-01-16 08:00:00,104.72,107.79,116.06,121.099
4137,2024-01-16 09:00:00,106.19,98.58,104.54,112.143
4138,2024-01-16 10:00:00,105.79,97.08,99.93,106.742
4139,2024-01-16 11:00:00,102.36,94.6,88.47,102.075
4140,2024-01-16 12:00:00,102.71,97.34,92.48,102.119
4141,2024-01-16 13:00:00,105.3,108.84,102.32,106.263
4142,2024-01-16 14:00:00,111.85,120.06,111.08,113.749
4143,2024-01-16 15:00:00,122.05,129.11,120.22,124.398
4144,2024-01-16 16:00:00,133.0,137.7,132.63,131.235
4145,2024-01-16 17:00:00,135.58,138.55,132.66,129.955
4146,2024-01-16 18:00:00,128.96,132.23,126.98,130.576
4147,2024-01-16 19:00:00,122.0,122.01,114.37,118.721
4148,2024-01-16 20:00:00,107.19,108.35,108.88,105.461
4149,2024-01-16 21:00:00,103.07,102.89,105.51,97.826
4150,2024-01-16 22:00:00,98.01,97.37,99.02,93.059
4151,2024-01-16 23:00:00,107.51,94.78,91.09,83.312
4152,2024-01-17 00:00:00,106.53,93.75,88.29,78.823
4153,2024-01-17 01:00:00,104.8,90.5,85.18,76.884
4154,2024-01-17 02:00:00,103.07,84.19,80.58,75.18
4155,2024-01-17 03:00:00,106.0,88.0,85.13,78.947
4156,2024-01-17 04:00:00,139.38,97.88,95.33,88.795
4157,2024-01-17 05:00:00,182.96,115.56,116.45,100.908
4158,2024-01-17 06:00:00,190.96,127.31,119.79,114.493
4159,2024-01-17 07:00:00,151.82,125.92,133.66,115.515
4160,2024-01-17 08:00:00,115.47,116.83,120.96,115.444
4161,2024-01-17 09:00:00,110.33,106.36,109.73,113.13
4162,2024-01-17 10:00:00,111.1,104.61,103.52,111.543
4163,2024-01-17 11:00:00,105.68,103.47,96.3,108.111
4164,2024-01-17 12:00:00,106.58,103.86,96.28,106.905
4165,2024-01-17 13:00:00,108.84,111.1,105.24,108.304
4166,2024-01-17 14:00:00,119.03,118.97,109.63,109.992
4167,2024-01-17 15:00:00,122.0,125.83,119.18,114.613
4168,2024-01-17 16:00:00,132.28,129.13,126.27,123.152
4169,2024-01-17 17:00:00,122.0,127.5,122.48,124.011
4170,2024-01-17 18:00:00,114.39,118.62,117.64,123.59
4171,2024-01-17 19:00:00,108.06,108.83,108.4,111.844
4172,2024-01-17 20:00:00,100.0,98.03,99.06,98.523
4173,2024-01-17 21:00:00,92.79,89.07,93.86,91.285
4174,2024-01-17 22:00:00,83.45,78.58,88.27,85.415
4175,2024-01-17 23:00:00,80.16,79.5,79.93,80.021
4176,2024-01-18 00:00:00,77.02,79.68,80.4,77.262
4177,2024-01-18 01:00:00,74.73,75.24,78.28,75.238
4178,2024-01-18 02:00:00,74.18,69.22,75.32,73.065
4179,2024-01-18 03:00:00,75.96,71.25,76.5,73.308
4180,2024-01-18 04:00:00,81.37,79.99,87.14,76.935
4181,2024-01-18 05:00:00,99.0,96.28,115.94,94.986
4182,2024-01-18 06:00:00,112.71,104.67,121.84,107.241
4183,2024-01-18 07:00:00,125.0,105.11,119.31,111.185
4184,2024-01-18 08:00:00,105.72,95.51,98.46,100.392
4185,2024-01-18 09:00:00,100.0,80.92,91.68,84.992
4186,2024-01-18 10:00:00,76.71,80.89,83.66,76.805
4187,2024-01-18 11:00:00,61.68,78.08,73.51,73.284
4188,2024-01-18 12:00:00,62.7,78.98,71.32,72.24
4189,2024-01-18 13:00:00,90.53,82.18,81.02,83.898
4190,2024-01-18 14:00:00,103.09,97.63,91.37,96.737
4191,2024-01-18 15:00:00,101.71,101.58,102.54,106.461
4192,2024-01-18 16:00:00,113.14,105.59,115.51,114.133
4193,2024-01-18 17:00:00,108.87,105.83,114.7,113.811
4194,2024-01-18 18:00:00,106.33,100.75,110.32,113.449
4195,2024-01-18 19:00:00,100.31,93.54,102.65,104.154
4196,2024-01-18 20:00:00,84.56,86.81,95.53,91.742
4197,2024-01-18 21:00:00,82.48,77.8,90.72,82.659
4198,2024-01-18 22:00:00,73.61,74.62,83.8,73.904
4199,2024-01-18 23:00:00,59.62,67.57,77.04,69.086
4200,2024-01-19 00:00:00,49.35,67.15,76.63,66.368
4201,2024-01-19 01:00:00,60.53,65.28,75.7,64.214
4202,2024-01-19 02:00:00,62.76,60.06,74.17,62.807
4203,2024-01-19 03:00:00,63.32,68.29,76.54,63.497
4204,2024-01-19 04:00:00,67.53,77.25,85.41,66.92
4205,2024-01-19 05:00:00,78.19,94.3,106.17,85.802
4206,2024-01-19 06:00:00,93.05,105.42,116.1,98.482
4207,2024-01-19 07:00:00,104.27,103.09,121.44,104.723
4208,2024-01-19 08:00:00,103.0,89.09,99.19,101.313
4209,2024-01-19 09:00:00,95.01,78.33,94.39,91.62
4210,2024-01-19 10:00:00,86.7,74.42,86.17,85.182
4211,2024-01-19 11:00:00,78.17,70.45,79.19,82.11
4212,2024-01-19 12:00:00,74.17,74.06,78.69,80.646
4213,2024-01-19 13:00:00,75.99,83.47,91.57,84.161
4214,2024-01-19 14:00:00,93.46,97.02,103.2,92.837
4215,2024-01-19 15:00:00,98.89,106.12,112.46,102.419
4216,2024-01-19 16:00:00,106.93,111.24,120.58,109.494
4217,2024-01-19 17:00:00,107.17,112.1,117.93,108.348
4218,2024-01-19 18:00:00,98.1,106.32,114.71,109.804
4219,2024-01-19 19:00:00,97.91,98.81,106.83,99.173
4220,2024-01-19 20:00:00,74.38,88.98,98.95,80.657
4221,2024-01-19 21:00:00,79.13,83.46,91.77,85.8
4222,2024-01-19 22:00:00,67.35,86.57,82.6,81.938
4223,2024-01-19 23:00:00,69.13,89.06,79.42,80.7
4224,2024-01-20 00:00:00,85.4,89.02,71.49,80.91
4225,2024-01-20 01:00:00,77.75,85.54,70.87,78.863
4226,2024-01-20 02:00:00,62.71,80.92,69.31,75.304
4227,2024-01-20 03:00:00,76.93,82.63,70.05,75.354
4228,2024-01-20 04:00:00,76.93,85.09,79.88,78.001
4229,2024-01-20 05:00:00,85.66,92.72,90.34,85.14
4230,2024-01-20 06:00:00,69.15,99.67,98.99,87.972
4231,2024-01-20 07:00:00,85.65,103.77,106.02,93.257
4232,2024-01-20 08:00:00,99.0,101.34,98.02,92.754
4233,2024-01-20 09:00:00,95.92,99.44,99.82,87.447
4234,2024-01-20 10:00:00,100.0,99.47,91.73,85.797
4235,2024-01-20 11:00:00,96.43,98.11,82.95,84.102
4236,2024-01-20 12:00:00,90.0,98.62,81.35,82.131
4237,2024-01-20 13:00:00,97.86,102.83,85.46,85.893
4238,2024-01-20 14:00:00,90.85,106.09,98.81,84.418
4239,2024-01-20 15:00:00,99.99,110.08,103.3,87.956
4240,2024-01-20 16:00:00,105.0,111.3,113.75,93.882
4241,2024-01-20 17:00:00,104.96,109.93,114.65,93.95
4242,2024-01-20 18:00:00,93.23,103.31,107.21,91.52
4243,2024-01-20 19:00:00,88.97,96.68,98.68,82.751
4244,2024-01-20 20:00:00,76.44,88.37,91.19,73.533
4245,2024-01-20 21:00:00,75.43,83.24,83.66,68.711
4246,2024-01-20 22:00:00,69.13,82.47,76.32,63.649
4247,2024-01-20 23:00:00,69.54,76.83,79.42,63.716
4248,2024-01-21 00:00:00,57.96,76.76,72.59,59.434
4249,2024-01-21 01:00:00,55.15,71.39,70.43,54.384
4250,2024-01-21 02:00:00,50.89,66.55,67.47,49.81
4251,2024-01-21 03:00:00,53.72,65.1,68.23,47.728
4252,2024-01-21 04:00:00,61.2,65.04,74.15,47.397
4253,2024-01-21 05:00:00,61.44,71.78,85.1,54.094
4254,2024-01-21 06:00:00,64.65,76.56,88.53,60.156
4255,2024-01-21 07:00:00,66.25,80.43,89.5,64.004
4256,2024-01-21 08:00:00,59.01,77.62,81.02,72.991
4257,2024-01-21 09:00:00,54.65,76.23,78.36,64.848
4258,2024-01-21 10:00:00,50.98,74.9,71.5,60.927
4259,2024-01-21 11:00:00,46.25,67.24,64.15,57.04
4260,2024-01-21 12:00:00,47.03,62.25,63.05,55.753
4261,2024-01-21 13:00:00,61.49,73.35,72.56,63.65
4262,2024-01-21 14:00:00,88.38,86.41,89.95,69.482
4263,2024-01-21 15:00:00,95.0,97.36,95.03,82.186
4264,2024-01-21 16:00:00,98.81,105.51,107.95,94.453
4265,2024-01-21 17:00:00,101.87,106.77,108.79,93.422
4266,2024-01-21 18:00:00,98.69,101.6,105.1,87.23
4267,2024-01-21 19:00:00,94.0,94.25,99.08,83.204
4268,2024-01-21 20:00:00,77.65,90.16,91.12,68.035
4269,2024-01-21 21:00:00,75.0,87.37,85.93,67.747
